id,label,text
322,smish,Customs duty 12000 TK for your international shipment. Pay: customs-duty.bd/pay Tracking: CS8847493
323,promo,"Samsung Plaza Eid electronics fair! Mobile, TV, refrigerator up to 50% off. EMI facility available!"
324,normal,Thanks for the amazing vacation photos! Looks like you had an incredible time in the Maldives. So jealous!
325,smish,Your property ownership documents forged. Authenticate with 22000 TK: property-auth.bd/urgent
326,promo,Meghna Group cement discount! All construction cement 15% off with free transportation. Build your dreams!
327,normal,Hope you're recovering well from the surgery. Take plenty of rest and don't worry about anything else.
328,smish,Bank manager requests urgent meeting. Bring 35000 TK cash: bank-meeting.bd/urgent Manager: Rashid Ahmed
329,promo,"Pran Dairy milk products home delivery! Fresh milk, yogurt, cheese delivered daily. Call 16456 now!"
330,normal,The surprise baby shower was perfect! Everyone loved the decorations and games. Can't wait to meet the little one!
331,smish,Your Bitcoin investment matured. Withdraw 185000 BDT with processing fee 9500 TK: crypto-withdraw.bd/claim
332,promo,Walton Plaza grand opening! All home appliances 40% discount + 3 year warranty. Inaugurated by celebrity!
333,normal,Thanks for being such a supportive friend during tough times. Your encouragement means everything to me always.
334,smish,Your AB Bank savings account frozen due to security breach. Unfreeze with fee 23847 TK: secure-bd.bd/urgent
335,smish,URGENT: electricity bill overdue 15632 TK. Disconnection in 24 hours: urgent-gov.org/pay
336,smish,Your mother hospitalized emergency. Medical fee 37294 TK needed: emergency-bd.com/urgent
337,smish,Government tax office fine 8456 TK for tax evasion. Pay: secure-bank.bd/urgent
338,smish,Your property ownership disputed. Legal fee 42183 TK: urgent-bd.org/pay
339,smish,Security breach in WhatsApp account. Fix with 19274 TK: emergency-gov.bd/verify
340,smish,Court summons issued. Settle 28495 TK to avoid arrest: secure-gov.com/urgent
341,smish,Tax audit penalty 31826 TK due immediately: urgent-bd.bd/urgent
342,smish,Your passport expired/invalid. Renewal fee 7639 TK: emergency-bank.org/pay
343,smish,Police case filed against you. Settlement 16482 TK: secure-bd.com/verify
344,smish,Insurance claim rejected. Appeal fee 21758 TK: urgent-gov.bd/urgent
345,smish,Your Prime Bank savings account frozen due to unauthorized access. Unfreeze with fee 34917 TK: emergency-bank.bd/pay
346,smish,URGENT: gas bill overdue 9283 TK. Disconnection in 2 hours: secure-bd.org/verify
347,smish,Your father hospitalized emergency. Medical fee 45672 TK needed: urgent-gov.com/urgent
348,smish,Government customs fine 12594 TK for illegal activity. Pay: emergency-bd.bd/pay
349,smish,Your land ownership disputed. Legal fee 28376 TK: secure-gov.org/urgent
350,smish,Security breach in Gmail account. Fix with 14829 TK: urgent-bank.com/verify
351,smish,Court summons issued. Settle 36451 TK to avoid arrest: emergency-bd.org/pay
352,smish,Tax audit penalty 22738 TK due immediately: secure-bd.bd/urgent
353,smish,Your NID expired/invalid. Renewal fee 5947 TK: urgent-gov.bd/verify
354,smish,Police case filed against you. Settlement 18263 TK: emergency-bank.org/urgent
355,smish,Insurance claim rejected. Appeal fee 31584 TK: secure-bd.com/pay
356,smish,Your Eastern Bank savings account frozen due to suspicious activity. Unfreeze with fee 27139 TK: urgent-bd.org/verify
357,smish,URGENT: water bill overdue 11756 TK. Disconnection in today: emergency-gov.bd/urgent
358,smish,Your brother hospitalized emergency. Medical fee 39428 TK needed: secure-bank.com/pay
359,smish,Government police fine 6872 TK for traffic violation. Pay: urgent-bd.bd/urgent
360,smish,Your vehicle ownership disputed. Legal fee 33695 TK: emergency-gov.org/verify
361,smish,Security breach in Facebook account. Fix with 16241 TK: secure-bd.bd/pay
362,smish,Court summons issued. Settle 24817 TK to avoid arrest: urgent-bank.org/urgent
363,smish,Tax audit penalty 29362 TK due immediately: emergency-bd.com/verify
364,smish,Your driving license expired/invalid. Renewal fee 8954 TK: secure-gov.bd/pay
365,smish,Police case filed against you. Settlement 19687 TK: urgent-bd.org/urgent
366,smish,Insurance claim rejected. Appeal fee 26473 TK: emergency-bank.bd/verify
367,smish,Your Mercantile Bank savings account frozen due to security breach. Unfreeze with fee 41258 TK: secure-bd.com/urgent
368,promo,Beximco smartphones special offer! 45% off + free delivery. Visit showroom!
369,promo,BRAC Bank credit card launched! 0% interest at only 4567 TK. Apply today!
370,promo,Kacchi Bhai grand opening! 50% off all items. Gulshan. Book now: 01734829576!
371,promo,Aarong Eid sale! All clothing up to 60% discount. Limited time!
372,promo,New credit card available! instant approval starting 2893 TK. Call 01756284193!
373,promo,Beximco job fair! 267 positions available. Salary up to 35000 TK!
374,promo,Walton factory outlet! electronics 35% off. Dhanmondi showroom!
375,promo,credit card membership offer! Annual fee only 1847 TK. Benefits: discounts!
376,promo,ACI spring collection! furniture starting 6729 TK. Visit today!
377,promo,Dutch-Bangla loan special! Up to 8 lakh at 12% interest. Apply now!
378,promo,Square appliances special offer! 55% off + warranty. Call now!
379,promo,Islami Bank personal loan launched! minimal documents at only 7394 TK. Visit branch!
380,promo,Sultan Dines grand opening! buy 1 get 1 free. Uttara. Book now: 01762948371!
381,promo,Kay Kraft winter sale! All shoes up to 25% discount. This weekend only!
382,promo,New personal loan available! 0% interest starting 3528 TK. Call 01784629517!
383,promo,Bashundhara job fair! 156 positions available. Salary up to 42000 TK!
384,promo,Singer factory outlet! furniture 50% off. Banani showroom!
385,promo,home loan membership offer! Annual fee only 8962 TK. Benefits: free services!
386,promo,Akij summer collection! appliances starting 4173 TK. Visit today!
387,promo,Janata Bank loan special! Up to 12 lakh at 9% interest. Apply now!
388,promo,City Group clothing special offer! 30% off + gift. Order online!
389,promo,Rupali Bank car loan launched! instant approval at only 5846 TK. Call now!
390,promo,Handi grand opening! buffet 599 TK. Gulshan. Book now: 01798352641!
391,promo,Ecstasy anniversary sale! All bags up to 40% discount. Today only!
392,promo,New home loan available! minimal documents starting 6217 TK. Call 01715483926!
393,promo,Square job fair! 389 positions available. Salary up to 28000 TK!
394,promo,Vision factory outlet! appliances 45% off. Uttara showroom!
395,promo,car loan membership offer! Annual fee only 2753 TK. Benefits: priority support!
396,promo,ACI furniture special offer! 65% off + cashback. Visit showroom!
397,promo,Dutch-Bangla home loan launched! 0% interest at only 4829 TK. Apply today!
398,promo,Star Kabab grand opening! 50% off all items. Banani. Book now: 01739584672!
399,promo,Yellow summer sale! All accessories up to 35% discount. Limited time!
400,normal,Good morning! How did you sleep last night? Hope today brings you joy and success.
401,normal,Thanks for the delicious dinner yesterday! The fish curry was perfectly spiced and aromatic.
402,normal,Congratulations on your new job! Well deserved after all your hard work and dedication.
403,normal,Hope your exam went well today. I'm sure you did great with all that preparation.
404,normal,The weather is beautiful today. Perfect for our planned visit to the botanical garden.
405,normal,Thanks for helping me move furniture yesterday. Couldn't have managed without your support.
406,normal,"Happy birthday! May this new year bring happiness, health and prosperity to your life."
407,normal,The book you recommended was fantastic! Do you have any other similar suggestions for me?
408,normal,Good luck with your presentation tomorrow. You're well prepared and will definitely impress them.
409,normal,Thanks for picking up groceries on your way home. Really appreciate your thoughtfulness always.
410,normal,Hope your mother is feeling better today. Sending positive thoughts and prayers for recovery.
411,normal,The surprise party was amazing! Everyone had such a wonderful time celebrating with you.
412,normal,Looking forward to our weekend trip to Sylhet. The tea gardens will look beautiful now.
413,normal,Thanks for the homemade sweets! They were delicious and reminded me of grandmother's recipes.
414,normal,Good morning! Don't forget about our lunch meeting at 2 PM today at the usual place.
415,normal,The movie last night was incredible! Thanks for the great recommendation and company.
416,normal,Hope your visa interview goes smoothly tomorrow. You have all documents ready perfectly.
417,normal,Thanks for listening when I needed someone to talk to. Your friendship means everything.
418,normal,The garden looks beautiful with all the new flowers blooming everywhere. Spring is here!
419,normal,Congratulations on your graduation! Such a proud moment for you and the entire family.
420,normal,Hope the medical checkup results are all normal. I'm sure everything will be fine.
421,normal,Thanks for the thoughtful birthday gift! It's exactly what I needed and wanted.
422,normal,The homemade biryani smells incredible from here! Can't wait for dinner tonight.
423,normal,Good luck with your job interview today! You're qualified and will do excellently.
424,normal,Hope you're enjoying your vacation in Cox's Bazar! The beach must look stunning.
425,normal,Thanks for taking care of the plants while I was away. They look healthier than before!
426,normal,The morning walk was refreshing! Perfect weather and great company as always.
427,normal,Hope your son's school admission process goes smoothly. He's a bright student.
428,normal,Thanks for the amazing wedding photos! You captured all the beautiful moments perfectly.
429,normal,Good morning! The sunrise over Dhanmondi Lake looks absolutely breathtaking today.
430,normal,Hope your father's surgery went well yesterday. Keeping him in thoughts and prayers.
431,normal,The homemade cake was delicious! Your baking skills improve with every attempt.
432,normal,Thanks for the ride to the airport yesterday. Really saved me time and hassle.
433,normal,Looking forward to our family reunion next week. It's been ages since we all met!
434,smish,Your DBBL account has been compromised. Verify immediately: bit.ly/dbbl-secure or call +8801999887766
435,promo,Flash Sale! 50% off on all electronics at Daraz. Use code FLASH50. Valid till midnight!
436,normal,"Hey, what's up? Haven't seen you in ages. How's everything going?"
437,smish,Urgent: Your bKash account will be blocked in 2 hours. Confirm PIN here: tinyurl.com/bkash-verify
438,promo,Grameenphone users! Get 20GB data for just 199TK. Dial *121*3020# now!
439,normal,Did you finish the assignment? I'm struggling with the last question.
440,smish,"Congratulations! You've won 50,000TK lottery. Claim now: lottery-bd.com/claim with code LT7839"
441,promo,Buy 2 get 1 free on all Kazi Nazrul items at Aarong this weekend only!
442,normal,"Mom, I'll be late for dinner tonight. Meeting is running longer than expected."
443,smish,Your Dutch Bangla Bank card is blocked. Reactivate: dutchbangla-help.net or call 01777-123456
444,promo,Robi customers enjoy 30 days unlimited internet at 399TK! Limited time offer.
445,normal,"Thanks for helping me move yesterday. Really appreciate it, brother!"
446,smish,Alert: Suspicious login detected on your Rocket account. Secure it: rocket-bd.info/login
447,promo,Pathao Food: Order now and get 40% discount with free delivery!
448,normal,Can you pick up some rice from the market on your way home?
449,smish,Your AB Bank account needs verification. Click: abbank-secure.com within 1 hour
450,promo,Chaldal delivers fresh vegetables to your door. 200TK off on first order!
451,normal,Happy birthday! Hope you have a wonderful day filled with joy.
452,smish,Bitcoin investment opportunity! Double your money in 48 hours: crypto-bd.net
453,promo,"Samsung Galaxy phones starting from 15,000TK at Electronics Bazar!"
454,normal,The weather is so nice today. Perfect for a walk in Ramna Park.
455,smish,Your Nagad wallet requires immediate update. Visit: nagad-update.org/verify
456,promo,Airtel users get 15GB data + unlimited calls for 299TK. Dial *121*4040#
457,normal,I'm thinking of going to Cox's Bazar next month. Want to join?
458,smish,Bank Asia urgent notice: Complete KYC or account suspended. Link: bankasia-kyc.net
459,promo,Foodpanda weekend special: Buy 1 get 1 free on all pizzas!
460,normal,Good morning! How did your job interview go yesterday?
461,smish,Your Islamic Bank account shows unusual activity. Verify: islamibank-help.com immediately
462,promo,New Balance shoes up to 60% off at Bata stores nationwide!
463,normal,Can you believe it's already December? This year went by so fast.
464,smish,"Urgent SOS: Your City Bank credit card charged 25,000TK. Dispute: citybank-dispute.net"
465,promo,Uber rides 50% cheaper this Friday! Use code FRIDAY50 for savings.
466,normal,Thanks for the delicious biryani recipe. My family loved it!
467,smish,Your Trust Bank debit card expires today. Renew: trustbank-renew.org or lose access
468,promo,Gentle Park shopping mall grand opening! 70% discounts on everything!
469,normal,Are you free this weekend? Let's catch up over tea.
470,smish,IFIC Bank security alert: Account compromised. Act now: ificbank-security.net/urgent
471,promo,Banglalink offers 25GB at 250TK for 30 days. Don't miss out!
472,normal,The new restaurant near our office serves amazing kababs.
473,smish,"Your Mercantile Bank loan approved for 500,000TK. Claim: mercantilebank-loan.com"
474,promo,"Ajkerdeal mega sale: Electronics, clothing, home items up to 80% off!"
475,normal,Congratulations on your promotion! You really deserved it.
476,smish,PayPal Bangladesh: Unusual activity detected. Secure account: paypal-bd.info/secure
477,promo,Yellow Taxi app users get 30% off on all rides this month!
478,normal,I'm cooking fish curry tonight. Would you like to join for dinner?
479,smish,Your Sonali Bank internet banking suspended. Reactivate: sonalibank-online.net now
480,promo,"Walton refrigerators starting 18,000TK with 5 years warranty!"
481,normal,The concert last night was incredible. You should have come!
482,smish,Critical: Your Standard Bank account frozen due to suspicious transactions. Fix: standardbank-fix.org
483,promo,Othoba.com fashion week: Designer clothes 40-70% off till Sunday!
484,normal,Did you see the news about the new metro rail? Exciting times!
485,smish,"Your Prime Bank credit limit increased to 100,000TK. Activate: primebank-credit.net"
486,promo,KFC Tuesday offer: 2 pieces chicken + fries + drink only 299TK!
487,normal,I finished reading that book you recommended. Absolutely loved it!
488,smish,Immediate action required: Your UCB account hacked. Recover: ucb-recovery.com/help
489,promo,Star Kabab special combo meals starting 150TK. Dine-in and takeaway!
490,normal,The traffic was horrible today. Took me 2 hours to reach home.
491,smish,Your NCC Bank debit card cloned. Report fraud: nccbank-fraud.org urgently
492,promo,"Pickaboo electronics festival: Smartphones, laptops massive discounts!"
493,normal,"Sister, can you help me with my math homework after school?"
494,smish,Southeast Bank warning: Account will close in 3 hours. Prevent: southeastbank-save.net
495,promo,Burger King flame grilled burgers buy 1 get 1 free today only!
496,normal,I'm planning to learn French next year. Any recommendations for classes?
497,smish,Your Mutual Trust Bank fixed deposit matured. Withdraw: mutualtrust-fd.com/withdraw
498,promo,Daraz 11.11 sale: Up to 90% off + free shipping on everything!
499,normal,The movie we watched yesterday was really thought-provoking.
500,smish,Critical security breach at your BASIC Bank account. Act: basicbank-security.net
501,promo,Pizza Hut family feast: Large pizza + garlic bread + drinks 899TK!
502,normal,Remember to water the plants while I'm away for the weekend.
503,smish,"Your Exim Bank loan payment overdue by 50,000TK. Settle: eximbank-payment.org"
504,promo,"Apex shoes Eid collection: Formal, casual, sports shoes 30% discount!"
505,normal,I'm so excited about the cricket match tonight. Bangladesh vs India!
506,smish,Your Jamuna Bank account requires tax clearance certificate. Submit: jamunabank-tax.net
507,promo,"Shadhinata Complex winter clothing sale: Jackets, sweaters, coats 50% off!"
508,normal,The wedding ceremony was beautiful. Thank you for inviting me.
509,smish,Your Community Bank ATM card skimmed at Gulshan. Report: communitybank-report.com
510,pramo,Teletalk prepaid users recharge 100TK get 200TK bonus talk time!
511,normal,I bought some fresh hilsa fish from Kawran Bazar this morning.
512,smish,Your One Bank mobile banking PIN compromised. Reset: onebank-reset.org immediately
513,promo,McDonald's McAloo Tikki burger combo meal just 249TK this week!
514,normal,The sunrise from our rooftop was absolutely breathtaking today.
515,smish,Your Al-Arafah Bank Hajj savings account suspended. Reactivate: alarafah-hajj.net
516,promo,Richman ice cream factory outlet: Premium ice cream 40% off!
517,normal,I'm learning to play the guitar. It's more difficult than I expected.
518,smish,"Your Pubali Bank student loan approved for 200,000TK. Claim: pubalibank-loan.com"
519,promo,Ecstasy entertainment complex: Movie tickets 150TK for all shows!
520,normal,Thanks for listening to me vent about work problems yesterday.
521,smish,Your Midland Bank foreign remittance on hold. Release: midlandbank-remit.net
522,promo,"Transcom Digital phone accessories mega sale: Cases, chargers, earphones!"
523,normal,I'm thinking of adopting a cat from the animal shelter.
524,smish,Your Farmers Bank crop insurance claim ready. Process: farmersbank-claim.org
525,promo,"Shwapno supermarket weekend bonanza: Groceries, household items 25% off!"
526,normal,The new coffee shop near the university has excellent cappuccino.
527,smish,Your Social Investment Bank micro-credit payment due. Pay: socialbank-payment.net
528,promo,"Nitol Motors motorcycle showroom: Honda, Yamaha bikes special financing!"
529,normal,I can't believe how quickly the kids are growing up these days.
530,smish,Your Bangladesh Commerce Bank export LC expired. Renew: bcb-export.com urgent
531,promo,Olympia shopping mall anniversary sale: All brands 30-60% discounts!
532,normal,The book fair at Bangla Academy was crowded but worth visiting.
533,smish,Your National Bank pension account frozen by government. Unfreeze: nationalbank-pension.org
534,promo,Cellular Jail restaurant authentic Bengali cuisine 20% off this month!
535,normal,I finally finished that 1000-piece puzzle we started last month.
536,smish,Your Global Islamic Bank Shariah compliance violated. Rectify: globalislamic-shariah.net
537,promo,"Computer Source laptop clearance sale: Dell, HP, Lenovo massive discounts!"
538,normal,The monsoon rains are both a blessing and a curse this year.
539,smish,Your Modhumoti Bank agricultural loan defaulted. Settle: modhumotibank-agri.com
540,promo,Polar ice cream parlour triple scoop sundae special 199TK only!
541,normal,I'm volunteering at the local orphanage this weekend. Very rewarding experience.
542,smish,Your Bank Alfalah foreign currency account compromised. Secure: bankalfalah-forex.org
543,promo,"Singer showroom home appliances Eid special: Refrigerators, ACs, TVs discounted!"
544,normal,The classical music concert at the national theater was simply magnificent.
545,smish,Your Meghna Bank salary account salary credit failed. Fix: meghnabank-salary.net
546,promo,"Esquire Electronics smartphone festival: iPhone, Samsung, Xiaomi great prices!"
547,normal,I'm taking a cooking class to learn authentic Bangladeshi recipes.
548,smish,Your NRB Bank NRI account tax issues detected. Resolve: nrbbank-tax.com
549,promo,"Hatil furniture showroom bedroom, dining, living room sets 40% off!"
550,normal,The children's laughter in the park always brings a smile to my face.
551,smish,Your NRB Commercial Bank trade finance suspended. Restore: nrbcommercial-trade.org
552,promo,"New Market clothing stores winter collection: Sweaters, shawls, blankets discounts!"
553,normal,I'm grateful for all the wonderful friendships I've made over the years.
